Periodo;IPC;PIB;PIB_no_minero;Brecha_PIB;Brecha_PIB_no_minero;Consumo_privado;Consumo_durable;Consumo_no_durable;Brecha_Consumo_privado;Exportaciones;Importaciones;Balanza_comercial;Tasa_desempleo;TPM;TCN;TCR;f2_ygap;f4_ygap;TC_IPC;TC_PIBNM;IPC_t_1;PIB_t_1;PIB_no_minero_t_1;Brecha_PIB_t_1;Brecha_PIB_no_minero_t_1;Consumo_privado_t_1;Exportaciones_t_1;Importaciones_t_1;Tasa_desempleo_t_1;TPM_t_1;TCN_t_1;TCR_t_1;IPC_t_2;PIB_t_2;PIB_no_minero_t_2;Brecha_PIB_t_2;Brecha_PIB_no_minero_t_2;Consumo_privado_t_2;Exportaciones_t_2;Importaciones_t_2;Tasa_desempleo_t_2;TPM_t_2;TCN_t_2;TCR_t_2;IPC_t_3;PIB_t_3;PIB_no_minero_t_3;Brecha_PIB_t_3;Brecha_PIB_no_minero_t_3;Consumo_privado_t_3;Exportaciones_t_3;Importaciones_t_3;Tasa_desempleo_t_3;TPM_t_3;TCN_t_3;TCR_t_3;IPC_t_4;PIB_t_4;PIB_no_minero_t_4;Brecha_PIB_t_4;Brecha_PIB_no_minero_t_4;Consumo_privado_t_4;Exportaciones_t_4;Importaciones_t_4;Tasa_desempleo_t_4;TPM_t_4;TCN_t_4;TCR_t_4
mar.1996;47,29;16.472;13.821;0,00;0,00;8.760;365;4.314;0;4.292;4.093;199;6,6;6,70;410;86,9;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun.1996;48,29;16.700;13.975;0,00;0,00;9.217;405;4.232;0;4.572;4.206;366;6,6;7,44;408;84,2;0,00;0,00;0,00;0,00;47,28743663;16471,86975;13821,44785;0;0;8759,662047;4291,9;4093,2;6,575069192;6,7;410,3196875;86,88883272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sept.1996;48,65;16.043;13.276;0,00;0,00;9.073;407;4.182;0;3.876;4.517;-641;6,8;7,50;411;83,8;0,00;0,00;0,00;0,00;48,28822381;16699,91783;13974,75295;0;0;9216,818404;4571,5;4205,7;6,579669381;7,436666667;408,1122951;84,18649568;47,28743663;16471,86975;13821,44785;0;0;8759,662047;4291,9;4093,2;6,575069192;6,7;410,3196875;86,88883272;;;;;;;;;;;;;;;;;;;;;;;;
dic.1996;49,40;17.492;14.574;0,00;0,00;9.978;494;4.703;-1;3.887;4.883;-996;5,4;7,50;419;83,8;0,00;0,00;0,00;0,00;48,65295972;16042,66418;13276,02275;0;0;9072,717274;3876,2;4516,9;6,773585562;7,5;411,1764516;83,8088756;48,28822381;16699,91783;13974,75295;0;0;9216,818404;4571,5;4205,7;6,579669381;7,436666667;408,1122951;84,18649568;47,28743663;16471,86975;13821,44785;0;0;8759,662047;4291,9;4093,2;6,575069192;6,7;410,3196875;86,88883272;;;;;;;;;;;;
mar.1997;50,58;17.387;14.516;0,00;0,00;9.181;371;4.461;-1;4.956;4.307;649;5,8;7,35;418;80,5;0,00;0,00;6,96;5,03;49,39948675;17492,19809;14573,70645;0;0;9978,300897;3887,3;4882,9;5,392033453;7,5;419,1509524;83,76482378;48,65295972;16042,66418;13276,02275;0;0;9072,717274;3876,2;4516,9;6,773585562;7,5;411,1764516;83,8088756;48,28822381;16699,91783;13974,75295;0;0;9216,818404;4571,5;4205,7;6,579669381;7,436666667;408,1122951;84,18649568;47,28743663;16471,86975;13821,44785;0;0;8759,662047;4291,9;4093,2;6,575069192;6,7;410,3196875;86,88883272
jun.1997;50,98;17.857;14.849;0,00;0,00;9.769;445;4.424;-1;4.619;4.508;112;6,6;6,97;418;79,1;0,00;0,00;5,58;6,26;50,576544;17387,47644;14516,17736;0;0;9181,422572;4956;4307,4;5,835650775;7,353333333;418,1990323;80,48279803;49,39948675;17492,19809;14573,70645;0;0;9978,300897;3887,3;4882,9;5,392033453;7,5;419,1509524;83,76482378;48,65295972;16042,66418;13276,02275;0;0;9072,717274;3876,2;4516,9;6,773585562;7,5;411,1764516;83,8088756;48,28822381;16699,91783;13974,75295;0;0;9216,818404;4571,5;4205,7;6,579669381;7,436666667;408,1122951;84,18649568
sept.1997;51,44;17.320;14.381;0,00;0,00;9.890;508;4.511;0;4.104;5.003;-899;6,7;6,68;416;76,8;0,00;0,00;5,72;8,32;50,98427545;17856,94973;14848,97331;0;0;9768,78583;4619,4;4507,6;6,601943493;6,966666667;417,8395161;79,07238287;50,576544;17387,47644;14516,17736;0;0;9181,422572;4956;4307,4;5,835650775;7,353333333;418,1990323;80,48279803;49,39948675;17492,19809;14573,70645;0;0;9978,300897;3887,3;4882,9;5,392033453;7,5;419,1509524;83,76482378;48,65295972;16042,66418;13276,02275;0;0;9072,717274;3876,2;4516,9;6,773585562;7,5;411,1764516;83,8088756
dic.1997;52,51;19.098;15.908;0,00;0,00;11.005;644;5.149;2;4.191;5.480;-1.289;5,3;6,50;425;76,3;0,00;0,00;6,30;9,15;51,43663809;17319,5636;14381,15844;0;0;9890,180551;4104,1;5002,9;6,696475743;6,676666667;415,5180645;76,7873875;50,98427545;17856,94973;14848,97331;0;0;9768,78583;4619,4;4507,6;6,601943493;6,966666667;417,8395161;79,07238287;50,576544;17387,47644;14516,17736;0;0;9181,422572;4956;4307,4;5,835650775;7,353333333;418,1990323;80,48279803;49,39948675;17492,19809;14573,70645;0;0;9978,300897;3887,3;4882,9;5,392033453;7,5;419,1509524;83,76482378
mar.1998;53,41;18.759;15.652;0,00;0,00;10.085;493;4.807;3;4.325;4.852;-527;5,3;7,91;452;77,8;0,00;0,00;5,60;7,83;52,50929551;19097,55652;15907,61485;0;0;11004,91853;4190,8;5479,9;5,342005904;6,5;425,3403175;76,28606783;51,43663809;17319,5636;14381,15844;0;0;9890,180551;4104,1;5002,9;6,696475743;6,676666667;415,5180645;76,7873875;50,98427545;17856,94973;14848,97331;0;0;9768,78583;4619,4;4507,6;6,601943493;6,966666667;417,8395161;79,07238287;50,576544;17387,47644;14516,17736;0;0;9181,422572;4956;4307,4;5,835650775;7,353333333;418,1990323;80,48279803
jun.1998;53,73;19.119;15.874;0,00;0,00;10.639;570;4.743;5;4.324;4.793;-470;6,1;8,50;454;77,6;0,00;0,00;5,39;6,91;53,40849998;18759,34625;15652,1109;0;0;10084,9065;4324,5;4851,6;5,29875791;7,91;451,5473016;77,82070922;52,50929551;19097,55652;15907,61485;0;0;11004,91853;4190,8;5479,9;5,342005904;6,5;425,3403175;76,28606783;51,43663809;17319,5636;14381,15844;0;0;9890,180551;4104,1;5002,9;6,696475743;6,676666667;415,5180645;76,7873875;50,98427545;17856,94973;14848,97331;0;0;9768,78583;4619,4;4507,6;6,601943493;6,966666667;417,8395161;79,07238287
sept.1998;54,04;18.032;14.907;0,00;0,00;10.257;519;4.625;5;3.808;4.743;-935;6,9;9,33;469;78,4;0,00;0,00;5,07;3,66;53,73018195;19119,30475;15874,35935;0;0;10638,89555;4323,7;4793,2;6,13997032;8,5;454,4545;77,5817675;53,40849998;18759,34625;15652,1109;0;0;10084,9065;4324,5;4851,6;5,29875791;7,91;451,5473016;77,82070922;52,50929551;19097,55652;15907,61485;0;0;11004,91853;4190,8;5479,9;5,342005904;6,5;425,3403175;76,28606783;51,43663809;17319,5636;14381,15844;0;0;9890,180551;4104,1;5002,9;6,696475743;6,676666667;415,5180645;76,7873875
dic.1998;54,83;18.850;15.587;0,00;0,00;10.801;505;5.064;3;3.867;3.975;-109;7,3;10,30;466;78,2;0,00;0,00;4,42;-2,01;54,04322562;18031,77115;14907,12894;0;0;10256,86569;3808;4743,2;6,861043389;9,325;468,6421875;78,39297837;53,73018195;19119,30475;15874,35935;0;0;10638,89555;4323,7;4793,2;6,13997032;8,5;454,4545;77,5817675;53,40849998;18759,34625;15652,1109;0;0;10084,9065;4324,5;4851,6;5,29875791;7,91;451,5473016;77,82070922;52,50929551;19097,55652;15907,61485;0;0;11004,91853;4190,8;5479,9;5,342005904;6,5;425,3403175;76,28606783
mar.1999;55,45;18.275;15.112;0,00;0,00;9.779;350;4.660;2;4.351;3.543;808;8,4;7,40;487;79,0;0,00;0,00;3,82;-3,45;54,83073578;18850,18469;15587,1727;0;0;10801,06399;3866,6;3975,1;7,309336079;10,29880952;466,3187097;78,24356822;54,04322562;18031,77115;14907,12894;0;0;10256,86569;3808;4743,2;6,861043389;9,325;468,6421875;78,39297837;53,73018195;19119,30475;15874,35935;0;0;10638,89555;4323,7;4793,2;6,13997032;8,5;454,4545;77,5817675;53,40849998;18759,34625;15652,1109;0;0;10084,9065;4324,5;4851,6;5,29875791;7,91;451,5473016;77,82070922
jun.1999;55,84;18.463;15.240;0,00;0,00;10.119;367;4.511;0;4.262;3.567;695;11,1;6,07;490;78,8;0,00;0,00;3,92;-4,00;55,44671864;18275,45452;15112,33168;0;0;9778,680678;4350,7;3542,5;8,379640701;7,395416667;487,4561905;79,00318438;54,83073578;18850,18469;15587,1727;0;0;10801,06399;3866,6;3975,1;7,309336079;10,29880952;466,3187097;78,24356822;54,04322562;18031,77115;14907,12894;0;0;10256,86569;3808;4743,2;6,861043389;9,325;468,6421875;78,39297837;53,73018195;19119,30475;15874,35935;0;0;10638,89555;4323,7;4793,2;6,13997032;8,5;454,4545;77,5817675
sept.1999;55,77;17.871;14.717;0,00;0,00;10.171;381;4.607;-1;4.063;3.823;240;11,8;5,00;518;83,6;0,00;0,00;3,19;-1,28;55,83595291;18463,21305;15240,13922;0;0;10119,1442;4261,6;3567,1;11,13330771;6,069642857;489,7208197;78,75971504;55,44671864;18275,45452;15112,33168;0;0;9778,680678;4350,7;3542,5;8,379640701;7,395416667;487,4561905;79,00318438;54,83073578;18850,18469;15587,1727;0;0;10801,06399;3866,6;3975,1;7,309336079;10,29880952;466,3187097;78,24356822;54,04322562;18031,77115;14907,12894;0;0;10256,86569;3808;4743,2;6,861043389;9,325;468,6421875;78,39297837
dic.1999;56,17;19.843;16.397;0,00;0,00;11.297;479;5.281;-1;4.487;3.803;685;9,3;5,00;540;87,8;0,00;0,00;2,45;5,20;55,76656964;17871,13208;14716,52172;0;0;10171,23136;4062,8;3822,9;11,77861278;5;518,0073846;83,64301604;55,83595291;18463,21305;15240,13922;0;0;10119,1442;4261,6;3567,1;11,13330771;6,069642857;489,7208197;78,75971504;55,44671864;18275,45452;15112,33168;0;0;9778,680678;4350,7;3542,5;8,379640701;7,395416667;487,4561905;79,00318438;54,83073578;18850,18469;15587,1727;0;0;10801,06399;3866,6;3975,1;7,309336079;10,29880952;466,3187097;78,24356822
mar.2000;57,22;19.416;16.088;0,00;0,00;10.266;377;4.865;0;5.112;4.074;1.038;8,6;5,21;512;83,0;0,00;0,00;3,19;6,46;56,1749883;19842,72158;16397,04854;0;0;11297,21689;4487,3;3802,6;9,282731375;5;540,0003226;87,75310261;55,76656964;17871,13208;14716,52172;0;0;10171,23136;4062,8;3822,9;11,77861278;5;518,0073846;83,64301604;55,83595291;18463,21305;15240,13922;0;0;10119,1442;4261,6;3567,1;11,13330771;6,069642857;489,7208197;78,75971504;55,44671864;18275,45452;15112,33168;0;0;9778,680678;4350,7;3542,5;8,379640701;7,395416667;487,4561905;79,00318438
jun.2000;57,86;19.607;16.218;0,00;0,00;10.697;436;4.751;1;4.652;4.348;304;9,9;5,50;520;83,0;0,00;0,00;3,63;6,41;57,21771395;19416,28631;16088,12645;0;0;10265,8562;5111,7;4074,1;8,590966923;5,214458247;512,308;83,04562959;56,1749883;19842,72158;16397,04854;0;0;11297,21689;4487,3;3802,6;9,282731375;5;540,0003226;87,75310261;55,76656964;17871,13208;14716,52172;0;0;10171,23136;4062,8;3822,9;11,77861278;5;518,0073846;83,64301604;55,83595291;18463,21305;15240,13922;0;0;10119,1442;4261,6;3567,1;11,13330771;6,069642857;489,7208197;78,75971504
sept.2000;57,98;18.838;15.513;0,00;0,00;10.601;442;4.774;1;4.729;4.448;282;11,3;5,31;553;88,4;0,00;0,00;3,96;5,41;57,8616742;19606,54596;16217,53854;0;0;10696,85318;4652,3;4347,9;9,850270116;5,5;520,0857377;82,96374693;57,21771395;19416,28631;16088,12645;0;0;10265,8562;5111,7;4074,1;8,590966923;5,214458247;512,308;83,04562959;56,1749883;19842,72158;16397,04854;0;0;11297,21689;4487,3;3802,6;9,282731375;5;540,0003226;87,75310261;55,76656964;17871,13208;14716,52172;0;0;10171,23136;4062,8;3822,9;11,77861278;5;518,0073846;83,64301604
dic.2000;58,74;20.558;16.961;0,00;0,00;11.514;520;5.350;1;4.717;4.222;495;8,9;5,00;572;89,7;0,00;0,00;4,57;3,44;57,97607395;18837,61127;15513,09863;0;0;10600,87588;4729,2;4447,5;11,34513001;5,310606061;552,5514754;88,37787286;57,8616742;19606,54596;16217,53854;0;0;10696,85318;4652,3;4347,9;9,850270116;5,5;520,0857377;82,96374693;57,21771395;19416,28631;16088,12645;0;0;10265,8562;5111,7;4074,1;8,590966923;5,214458247;512,308;83,04562959;56,1749883;19842,72158;16397,04854;0;0;11297,21689;4487,3;3802,6;9,282731375;5;540,0003226;87,75310261
mar.2001;59,51;20.124;16.690;0,00;0,00;10.501;385;4.941;1;5.041;4.387;654;9,5;4,54;574;89,8;0,00;0,00;4,01;3,74;58,7433841;20558,11765;16960,77416;0;0;11513,9502;4717,1;4221,9;8,89211286;5;572,2811475;89,68811644;57,97607395;18837,61127;15513,09863;0;0;10600,87588;4729,2;4447,5;11,34513001;5,310606061;552,5514754;88,37787286;57,8616742;19606,54596;16217,53854;0;0;10696,85318;4652,3;4347,9;9,850270116;5,5;520,0857377;82,96374693;57,21771395;19416,28631;16088,12645;0;0;10265,8562;5111,7;4074,1;8,590966923;5,214458247;512,308;83,04562959
jun.2001;59,95;20.457;16.911;0,00;0,00;11.035;448;4.861;1;4.856;4.168;688;10,4;3,73;606;92,0;0,00;0,00;3,60;4,28;59,5111581;20124,03336;16689,85348;0;0;10500,99446;5041,2;4386,8;9,499794107;4,540909091;574,3504688;89,80762929;58,7433841;20558,11765;16960,77416;0;0;11513,9502;4717,1;4221,9;8,89211286;5;572,2811475;89,68811644;57,97607395;18837,61127;15513,09863;0;0;10600,87588;4729,2;4447,5;11,34513001;5,310606061;552,5514754;88,37787286;57,8616742;19606,54596;16217,53854;0;0;10696,85318;4652,3;4347,9;9,850270116;5,5;520,0857377;82,96374693
sept.2001;60,09;19.393;15.951;0,00;0,00;10.748;436;4.825;0;4.078;4.197;-119;10,9;5,50;670;100,2;0,00;0,00;3,64;2,83;59,94647373;20456,90758;16910,94419;0;0;11035,44019;4856;4167,6;10,39107387;3,726666667;606,3614754;91,98160755;59,5111581;20124,03336;16689,85348;0;0;10500,99446;5041,2;4386,8;9,499794107;4,540909091;574,3504688;89,80762929;58,7433841;20558,11765;16960,77416;0;0;11513,9502;4717,1;4221,9;8,89211286;5;572,2811475;89,68811644;57,97607395;18837,61127;15513,09863;0;0;10600,87588;4729,2;4447,5;11,34513001;5,310606061;552,5514754;88,37787286
dic.2001;60,53;21.035;17.357;0,00;0,00;11.677;514;5.403;0;4.297;3.677;620;8,6;6,50;690;101,0;0,00;0,00;3,04;2,34;60,08658739;19392,55041;15951,37806;0;0;10747,52092;4077,7;4196,8;10,89914383;5,5;669,8025;100,1908784;59,94647373;20456,90758;16910,94419;0;0;11035,44019;4856;4167,6;10,39107387;3,726666667;606,3614754;91,98160755;59,5111581;20124,03336;16689,85348;0;0;10500,99446;5041,2;4386,8;9,499794107;4,540909091;574,3504688;89,80762929;58,7433841;20558,11765;16960,77416;0;0;11513,9502;4717,1;4221,9;8,89211286;5;572,2811475;89,68811644
mar.2002;60,96;20.425;16.976;0,00;0,00;10.689;386;5.008;-1;4.622;3.681;941;9,6;5,68;670;94,1;0,00;0,00;2,44;1,72;60,5317456;21035,27202;17357,17938;0;0;11676,54789;4297,1;3677,1;8,642775737;6,5;689,8259677;101,0243284;60,08658739;19392,55041;15951,37806;0;0;10747,52092;4077,7;4196,8;10,89914383;5,5;669,8025;100,1908784;59,94647373;20456,90758;16910,94419;0;0;11035,44019;4856;4167,6;10,39107387;3,726666667;606,3614754;91,98160755;59,5111581;20124,03336;16689,85348;0;0;10500,99446;5041,2;4386,8;9,499794107;4,540909091;574,3504688;89,80762929
jun.2002;61,27;20.985;17.416;0,00;0,00;11.157;446;4.910;-2;4.863;4.056;807;10,3;4,33;659;92,7;0,00;0,00;2,20;2,99;60,9643076;20425,4671;16976,24008;0;0;10688,92731;4621,6;3680,9;9,601495596;5,68;669,7125806;94,10655241;60,5317456;21035,27202;17357,17938;0;0;11676,54789;4297,1;3677,1;8,642775737;6,5;689,8259677;101,0243284;60,08658739;19392,55041;15951,37806;0;0;10747,52092;4077,7;4196,8;10,89914383;5,5;669,8025;100,1908784;59,94647373;20456,90758;16910,94419;0;0;11035,44019;4856;4167,6;10,39107387;3,726666667;606,3614754;91,98160755
sept.2002;61,51;20.173;16.719;0,00;0,00;11.089;470;4.902;-2;4.054;4.172;-118;10,6;3,20;708;99,9;0,00;0,00;2,36;4,81;61,26783106;20985,11649;17415,76516;0;0;11156,74224;4863,1;4055,8;10,30001536;4,326666667;659,3555738;92,69427367;60,9643076;20425,4671;16976,24008;0;0;10688,92731;4621,6;3680,9;9,601495596;5,68;669,7125806;94,10655241;60,5317456;21035,27202;17357,17938;0;0;11676,54789;4297,1;3677,1;8,642775737;6,5;689,8259677;101,0243284;60,08658739;19392,55041;15951,37806;0;0;10747,52092;4077,7;4196,8;10,89914383;5,5;669,8025;100,1908784
dic.2002;62,31;21.942;18.151;0,00;0,00;11.967;558;5.542;-2;4.641;3.886;756;8,7;3,00;719;100,7;0,00;0,00;2,94;4,57;61,50531312;20172,97952;16718,52931;0;0;11089,24538;4054;4172;10,63385537;3,203333333;707,5665079;99,92602544;61,26783106;20985,11649;17415,76516;0;0;11156,74224;4863,1;4055,8;10,30001536;4,326666667;659,3555738;92,69427367;60,9643076;20425,4671;16976,24008;0;0;10688,92731;4621,6;3680,9;9,601495596;5,68;669,7125806;94,10655241;60,5317456;21035,27202;17357,17938;0;0;11676,54789;4297,1;3677,1;8,642775737;6,5;689,8259677;101,0243284
mar.2003;63,26;21.364;17.749;0,00;0,00;11.007;428;5.141;-3;5.194;4.209;984;9,2;2,77;737;107,6;0,00;0,00;3,77;4,55;62,31337317;21942,11867;18150,74138;0;0;11966,75031;4641,2;3885,5;8,696399402;3;719,0763492;100,6977379;61,50531312;20172,97952;16718,52931;0;0;11089,24538;4054;4172;10,63385537;3,203333333;707,5665079;99,92602544;61,26783106;20985,11649;17415,76516;0;0;11156,74224;4863,1;4055,8;10,30001536;4,326666667;659,3555738;92,69427367;60,9643076;20425,4671;16976,24008;0;0;10688,92731;4621,6;3680,9;9,601495596;5,68;669,7125806;94,10655241
jun.2003;63,55;21.878;18.164;0,00;0,00;11.620;485;5.092;-3;5.308;4.458;850;10,1;2,75;710;107,0;0,00;0,00;3,72;4,30;63,26499511;21364,37521;17748,71124;0;0;11006,99484;5193,575021;4209,370803;9,212811384;2,773333333;736,6306349;107,6164578;62,31337317;21942,11867;18150,74138;0;0;11966,75031;4641,2;3885,5;8,696399402;3;719,0763492;100,6977379;61,50531312;20172,97952;16718,52931;0;0;11089,24538;4054;4172;10,63385537;3,203333333;707,5665079;99,92602544;61,26783106;20985,11649;17415,76516;0;0;11156,74224;4863,1;4055,8;10,30001536;4,326666667;659,3555738;92,69427367
sept.2003;63,18;20.979;17.373;0,00;0,00;11.564;504;5.137;-3;5.182;4.530;652;10,4;2,75;694;105,0;0,00;0,00;2,73;3,91;63,54615747;21878,07177;18163,82232;0;0;11620,0877;5307,895196;4457,825466;10,08474055;2,75;710,4690164;106,9843939;63,26499511;21364,37521;17748,71124;0;0;11006,99484;5193,575021;4209,370803;9,212811384;2,773333333;736,6306349;107,6164578;62,31337317;21942,11867;18150,74138;0;0;11966,75031;4641,2;3885,5;8,696399402;3;719,0763492;100,6977379;61,50531312;20172,97952;16718,52931;0;0;11089,24538;4054;4172;10,63385537;3,203333333;707,5665079;99,92602544
dic.2003;62,98;22.721;18.883;0,00;0,00;12.741;628;5.858;-3;5.967;4.671;1.297;8,5;2,65;626;97,6;0,00;0,00;1,07;4,03;63,18263723;20978,86674;17372,93204;0;0;11563,62065;5182,216374;4529,980263;10,42092993;2,75;693,8177778;105,0478141;63,54615747;21878,07177;18163,82232;0;0;11620,0877;5307,895196;4457,825466;10,08474055;2,75;710,4690164;106,9843939;63,26499511;21364,37521;17748,71124;0;0;11006,99484;5193,575021;4209,370803;9,212811384;2,773333333;736,6306349;107,6164578;62,31337317;21942,11867;18150,74138;0;0;11966,75031;4641,2;3885,5;8,696399402;3;719,0763492;100,6977379
mar.2004;63,29;22.421;18.771;0,00;0,00;11.773;509;5.520;-2;7.685;4.974;2.711;9,2;1,79;588;94,5;0,00;0,00;0,03;5,76;62,97758881;22721,44352;18883,06851;0;0;12741,03578;5967,220307;4670,71963;8,452664438;2,65;625,825873;97,56635618;63,18263723;20978,86674;17372,93204;0;0;11563,62065;5182,216374;4529,980263;10,42092993;2,75;693,8177778;105,0478141;63,54615747;21878,07177;18163,82232;0;0;11620,0877;5307,895196;4457,825466;10,08474055;2,75;710,4690164;106,9843939;63,26499511;21364,37521;17748,71124;0;0;11006,99484;5193,575021;4209,370803;9,212811384;2,773333333;736,6306349;107,6164578
jun.2004;63,84;23.248;19.379;0,00;0,00;12.578;625;5.469;-2;7.975;5.292;2.682;10,9;1,75;629;100,9;0,00;0,00;0,47;6,69;63,28512208;22420,51897;18771,14014;0;0;11773,00962;7685,224264;4974,372184;9,179144864;1,79;587,8526563;94,54425766;62,97758881;22721,44352;18883,06851;0;0;12741,03578;5967,220307;4670,71963;8,452664438;2,65;625,825873;97,56635618;63,18263723;20978,86674;17372,93204;0;0;11563,62065;5182,216374;4529,980263;10,42092993;2,75;693,8177778;105,0478141;63,54615747;21878,07177;18163,82232;0;0;11620,0877;5307,895196;4457,825466;10,08474055;2,75;710,4690164;106,9843939
sept.2004;64,13;22.705;18.873;0,00;0,00;12.579;648;5.519;-1;8.426;6.117;2.309;11,1;1,81;628;101,9;0,00;0,00;1,50;8,63;63,84170686;23247,86424;19378,85737;0;0;12578,33429;7974,575024;5292,135362;10,91610114;1,75;628,8034426;100,9470729;63,28512208;22420,51897;18771,14014;0;0;11773,00962;7685,224264;4974,372184;9,179144864;1,79;587,8526563;94,54425766;62,97758881;22721,44352;18883,06851;0;0;12741,03578;5967,220307;4670,71963;8,452664438;2,65;625,825873;97,56635618;63,18263723;20978,86674;17372,93204;0;0;11563,62065;5182,216374;4529,980263;10,42092993;2,75;693,8177778;105,0478141
dic.2004;64,40;24.838;20.704;0,00;0,00;13.887;817;6.260;-1;8.939;6.481;2.459;8,9;2,13;593;99,4;0,00;0,00;2,27;9,64;64,13041012;22704,94702;18872,9165;0;0;12579,0687;8426,18999;6117,128941;11,08641777;1,813333333;628,4730769;101,8987244;63,84170686;23247,86424;19378,85737;0;0;12578,33429;7974,575024;5292,135362;10,91610114;1,75;628,8034426;100,9470729;63,28512208;22420,51897;18771,14014;0;0;11773,00962;7685,224264;4974,372184;9,179144864;1,79;587,8526563;94,54425766;62,97758881;22721,44352;18883,06851;0;0;12741,03578;5967,220307;4670,71963;8,452664438;2,65;625,825873;97,56635618
mar.2005;64,74;23.847;20.208;0,00;0,00;12.769;617;5.847;0;9.431;6.720;2.710;9,1;2,61;578;98,8;0,00;0,00;2,29;7,65;64,4046416;24837,59963;20704,10341;0;0;13886,53868;8939,417726;6480,53843;8,876638642;2,133333333;593,1654839;99,37156821;64,13041012;22704,94702;18872,9165;0;0;12579,0687;8426,18999;6117,128941;11,08641777;1,813333333;628,4730769;101,8987244;63,84170686;23247,86424;19378,85737;0;0;12578,33429;7974,575024;5292,135362;10,91610114;1,75;628,8034426;100,9470729;63,28512208;22420,51897;18771,14014;0;0;11773,00962;7685,224264;4974,372184;9,179144864;1,79;587,8526563;94,54425766
jun.2005;65,61;24.599;20.899;0,00;0,00;13.516;734;5.758;0;10.257;7.369;2.889;10,1;3,11;581;99,0;0,00;0,00;2,77;7,85;64,73696873;23847,08604;20208,04878;0;0;12769,29371;9430,737462;6720,467614;9,077660252;2,606666667;578,2668254;98,79540347;64,4046416;24837,59963;20704,10341;0;0;13886,53868;8939,417726;6480,53843;8,876638642;2,133333333;593,1654839;99,37156821;64,13041012;22704,94702;18872,9165;0;0;12579,0687;8426,18999;6117,128941;11,08641777;1,813333333;628,4730769;101,8987244;63,84170686;23247,86424;19378,85737;0;0;12578,33429;7974,575024;5292,135362;10,91610114;1,75;628,8034426;100,9470729
sept.2005;66,26;23.896;20.092;0,00;0,00;13.540;798;5.845;0;10.275;8.175;2.100;9,8;3,66;553;93,8;0,00;0,00;3,32;6,46;65,60742143;24598,83942;20899,40835;0;0;13516,04428;10257,30484;7368,551888;10,10025453;3,11;581,4126984;98,99986502;64,73696873;23847,08604;20208,04878;0;0;12769,29371;9430,737462;6720,467614;9,077660252;2,606666667;578,2668254;98,79540347;64,4046416;24837,59963;20704,10341;0;0;13886,53868;8939,417726;6480,53843;8,876638642;2,133333333;593,1654839;99,37156821;64,13041012;22704,94702;18872,9165;0;0;12579,0687;8426,18999;6117,128941;11,08641777;1,813333333;628,4730769;101,8987244
dic.2005;66,86;26.222;22.098;0,00;0,00;14.907;1.003;6.619;1;12.011;8.410;3.601;7,9;4,37;526;88,7;0,00;0,00;3,81;6,73;66,25958133;23895,68026;20092,18013;0;0;13540,12303;10275,30171;8174,960806;9,837519413;3,66;552,9251563;93,83387698;65,60742143;24598,83942;20899,40835;0;0;13516,04428;10257,30484;7368,551888;10,10025453;3,11;581,4126984;98,99986502;64,73696873;23847,08604;20208,04878;0;0;12769,29371;9430,737462;6720,467614;9,077660252;2,606666667;578,2668254;98,79540347;64,4046416;24837,59963;20704,10341;0;0;13886,53868;8939,417726;6480,53843;8,876638642;2,133333333;593,1654839;99,37156821
mar.2006;67,37;25.311;21.666;0,00;0,00;13.760;796;6.216;1;14.008;8.484;5.523;8,4;4,64;526;89,6;0,00;0,00;4,06;7,21;66,85721064;26222,26984;22097,72615;0;0;14907,23278;12010,64848;8409,592499;7,940289994;4,366666667;526,4258065;88,74374754;66,25958133;23895,68026;20092,18013;0;0;13540,12303;10275,30171;8174,960806;9,837519413;3,66;552,9251563;93,83387698;65,60742143;24598,83942;20899,40835;0;0;13516,04428;10257,30484;7368,551888;10,10025453;3,11;581,4126984;98,99986502;64,73696873;23847,08604;20208,04878;0;0;12769,29371;9430,737462;6720,467614;9,077660252;2,606666667;578,2668254;98,79540347
jun.2006;68,11;26.228;22.339;0,00;0,00;14.550;951;6.173;1;15.999;8.872;7.127;8,9;4,96;527;91,0;0,00;0,00;3,81;6,89;67,36802359;25311,36323;21666,0126;0;0;13759,5453;14007,941;8484,493782;8,352538187;4,636666667;526,374;89,57473327;66,85721064;26222,26984;22097,72615;0;0;14907,23278;12010,64848;8409,592499;7,940289994;4,366666667;526,4258065;88,74374754;66,25958133;23895,68026;20092,18013;0;0;13540,12303;10275,30171;8174,960806;9,837519413;3,66;552,9251563;93,83387698;65,60742143;24598,83942;20899,40835;0;0;13516,04428;10257,30484;7368,551888;10,10025453;3,11;581,4126984;98,99986502
