Periodo;IPC;PIB;PIB_no_minero;Brecha_PIB;Brecha_PIB_no_minero;Consumo_privado;Consumo_durable;Consumo_no_durable;Brecha_Consumo_privado;Exportaciones;Importaciones;Balanza_comercial;Tasa_desempleo;TPM;TCN;TCR;f2_ygap;f4_ygap;TC_IPC;TC_PIBNM;IPC_t_1;PIB_t_1;PIB_no_minero_t_1;Brecha_PIB_t_1;Brecha_PIB_no_minero_t_1;Consumo_privado_t_1;Exportaciones_t_1;Importaciones_t_1;Tasa_desempleo_t_1;TPM_t_1;TCN_t_1;TCR_t_1;IPC_t_2;PIB_t_2;PIB_no_minero_t_2;Brecha_PIB_t_2;Brecha_PIB_no_minero_t_2;Consumo_privado_t_2;Exportaciones_t_2;Importaciones_t_2;Tasa_desempleo_t_2;TPM_t_2;TCN_t_2;TCR_t_2;IPC_t_3;PIB_t_3;PIB_no_minero_t_3;Brecha_PIB_t_3;Brecha_PIB_no_minero_t_3;Consumo_privado_t_3;Exportaciones_t_3;Importaciones_t_3;Tasa_desempleo_t_3;TPM_t_3;TCN_t_3;TCR_t_3;IPC_t_4;PIB_t_4;PIB_no_minero_t_4;Brecha_PIB_t_4;Brecha_PIB_no_minero_t_4;Consumo_privado_t_4;Exportaciones_t_4;Importaciones_t_4;Tasa_desempleo_t_4;TPM_t_4;TCN_t_4;TCR_t_4
sept.2006;68,57;25.346;21.534;0,00;0,00;14.491;995;6.212;1;15.067;9.717;5.349;7,9;5,21;539;93,7;0,00;0,00;3,49;7,17;68,105402;26227,75704;22338,71305;0;0;14550,25184;15998,81356;8871,66479;8,932079034;4,96;526,817541;90,99602246;67,36802359;25311,36323;21666,0126;0;0;13759,5453;14007,941;8484,493782;8,352538187;4,636666667;526,374;89,57473327;66,85721064;26222,26984;22097,72615;0;0;14907,23278;12010,64848;8409,592499;7,940289994;4,366666667;526,4258065;88,74374754;66,25958133;23895,68026;20092,18013;0;0;13540,12303;10275,30171;8174,960806;9,837519413;3,66;552,9251563;93,83387698
dic.2006;68,36;27.905;23.667;0,00;0,00;16.014;1.213;7.061;2;14.307;9.409;4.897;6,0;5,25;529;92,4;0,00;0,00;2,25;7,10;68,57032326;25345,78491;21533,77627;0;0;14491,46561;15066,64692;9717,367215;7,925696255;5,213333333;539,2746774;93,7018737;68,105402;26227,75704;22338,71305;0;0;14550,25184;15998,81356;8871,66479;8,932079034;4,96;526,817541;90,99602246;67,36802359;25311,36323;21666,0126;0;0;13759,5453;14007,941;8484,493782;8,352538187;4,636666667;526,374;89,57473327;66,85721064;26222,26984;22097,72615;0;0;14907,23278;12010,64848;8409,592499;7,940289994;4,366666667;526,4258065;88,74374754
mar.2007;69,18;26.761;22.984;0,00;0,00;14.808;959;6.622;2;16.632;9.386;7.246;6,7;5,03;540;95,0;0,00;0,00;2,69;6,08;68,35926541;27905,42421;23667,23482;0;0;16013,84973;14306,75776;9409,467341;6,0099966;5,25;528,6932787;92,44510692;68,57032326;25345,78491;21533,77627;0;0;14491,46561;15066,64692;9717,367215;7,925696255;5,213333333;539,2746774;93,7018737;68,105402;26227,75704;22338,71305;0;0;14550,25184;15998,81356;8871,66479;8,932079034;4,96;526,817541;90,99602246;67,36802359;25311,36323;21666,0126;0;0;13759,5453;14007,941;8484,493782;8,352538187;4,636666667;526,374;89,57473327
jun.2007;70,06;27.659;23.647;0,00;0,00;15.646;1.093;6.494;2;18.551;10.603;7.948;6,9;5,00;527;94,9;0,00;0,00;2,86;5,86;69,17959578;26760,8539;22983,61696;0;0;14807,5905;16631,90603;9386,352986;6,733404821;5,03;540,36375;94,99594096;68,35926541;27905,42421;23667,23482;0;0;16013,84973;14306,75776;9409,467341;6,0099966;5,25;528,6932787;92,44510692;68,57032326;25345,78491;21533,77627;0;0;14491,46561;15066,64692;9717,367215;7,925696255;5,213333333;539,2746774;93,7018737;68,105402;26227,75704;22338,71305;0;0;14550,25184;15998,81356;8871,66479;8,932079034;4,96;526,817541;90,99602246
sept.2007;71,85;26.453;22.541;0,00;0,00;15.431;1.115;6.464;2;16.334;11.546;4.788;7,7;5,40;520;93,3;0,00;0,00;4,79;4,68;70,05562874;27658,91828;23647,00457;0;0;15645,86517;18551,01352;10602,89787;6,872085792;5;526,9267742;94,87638297;69,17959578;26760,8539;22983,61696;0;0;14807,5905;16631,90603;9386,352986;6,733404821;5,03;540,36375;94,99594096;68,35926541;27905,42421;23667,23482;0;0;16013,84973;14306,75776;9409,467341;6,0099966;5,25;528,6932787;92,44510692;68,57032326;25345,78491;21533,77627;0;0;14491,46561;15066,64692;9717,367215;7,925696255;5,213333333;539,2746774;93,7018737
dic.2007;73,31;29.058;24.938;0,00;0,00;17.092;1.396;7.310;3;17.045;12.943;4.102;7,2;5,79;503;92,2;0,00;0,00;7,24;5,37;71,8527716;26452,93732;22541,13414;0;0;15430,9556;16333,90286;11546,09785;7,717868466;5,396666667;520,1335593;93,33996648;70,05562874;27658,91828;23647,00457;0;0;15645,86517;18551,01352;10602,89787;6,872085792;5;526,9267742;94,87638297;69,17959578;26760,8539;22983,61696;0;0;14807,5905;16631,90603;9386,352986;6,733404821;5,03;540,36375;94,99594096;68,35926541;27905,42421;23667,23482;0;0;16013,84973;14306,75776;9409,467341;6,0099966;5,25;528,6932787;92,44510692
mar.2008;74,72;28.196;24.576;0,00;0,00;15.780;1.070;6.845;3;19.156;13.060;6.095;7,6;6,22;464;87,5;0,00;0,00;8,01;6,93;73,30584453;29057,92558;24937,95733;0;0;17091,7142;17044,54207;12942,91289;7,217066234;5,793333333;502,6448387;92,17812794;71,8527716;26452,93732;22541,13414;0;0;15430,9556;16333,90286;11546,09785;7,717868466;5,396666667;520,1335593;93,33996648;70,05562874;27658,91828;23647,00457;0;0;15645,86517;18551,01352;10602,89787;6,872085792;5;526,9267742;94,87638297;69,17959578;26760,8539;22983,61696;0;0;14807,5905;16631,90603;9386,352986;6,733404821;5,03;540,36375;94,99594096
jun.2008;76,28;28.946;25.226;0,00;0,00;16.585;1.208;6.747;3;18.319;15.502;2.817;8,4;6,36;470;91,8;0,00;0,00;8,89;6,68;74,7205156;28196,07422;24576,31728;0;0;15780,02658;19155,95772;13060,48179;7,552624069;6,223333333;464,287619;87,47678442;73,30584453;29057,92558;24937,95733;0;0;17091,7142;17044,54207;12942,91289;7,217066234;5,793333333;502,6448387;92,17812794;71,8527716;26452,93732;22541,13414;0;0;15430,9556;16333,90286;11546,09785;7,717868466;5,396666667;520,1335593;93,33996648;70,05562874;27658,91828;23647,00457;0;0;15645,86517;18551,01352;10602,89787;6,872085792;5;526,9267742;94,87638297
sept.2008;78,56;27.352;23.858;0,00;0,00;16.039;1.155;6.614;2;15.285;16.749;-1.464;7,8;7,57;516;98,8;0,00;0,00;9,34;5,84;76,28078878;28946,46913;25226,2421;0;0;16585,33907;18318,97115;15502,30922;8,391219141;6,36;469,6730159;91,83128909;74,7205156;28196,07422;24576,31728;0;0;15780,02658;19155,95772;13060,48179;7,552624069;6,223333333;464,287619;87,47678442;73,30584453;29057,92558;24937,95733;0;0;17091,7142;17044,54207;12942,91289;7,217066234;5,793333333;502,6448387;92,17812794;71,8527716;26452,93732;22541,13414;0;0;15430,9556;16333,90286;11546,09785;7,717868466;5,396666667;520,1335593;93,33996648
dic.2008;79,62;29.316;25.479;0,00;0,00;17.188;1.239;7.404;1;11.751;13.144;-1.393;7,5;8,25;639;106,8;0,00;0,00;8,61;2,17;78,56174088;27351,67707;23858,0954;0;0;16038,64822;15284,67107;16748,93424;7,76916466;7,573333333;515,9153226;98,76608155;76,28078878;28946,46913;25226,2421;0;0;16585,33907;18318,97115;15502,30922;8,391219141;6,36;469,6730159;91,83128909;74,7205156;28196,07422;24576,31728;0;0;15780,02658;19155,95772;13060,48179;7,552624069;6,223333333;464,287619;87,47678442;73,30584453;29057,92558;24937,95733;0;0;17091,7142;17044,54207;12942,91289;7,217066234;5,793333333;502,6448387;92,17812794
mar.2009;78,92;27.393;24.102;0,00;0,00;15.440;847;6.818;-1;11.387;8.854;2.533;9,2;5,55;607;98,7;0,00;-3,95;5,62;-1,93;79,61542133;29316,45002;25478,51966;0;0;17187,72523;11750,54285;13143,72405;7,476642698;8,25;639,0503226;106,8273952;78,56174088;27351,67707;23858,0954;0;0;16038,64822;15284,67107;16748,93424;7,76916466;7,573333333;515,9153226;98,76608155;76,28078878;28946,46913;25226,2421;0;0;16585,33907;18318,97115;15502,30922;8,391219141;6,36;469,6730159;91,83128909;74,7205156;28196,07422;24576,31728;0;0;15780,02658;19155,95772;13060,48179;7,552624069;6,223333333;464,287619;87,47678442
jun.2009;78,65;27.985;24.369;0,00;0,00;15.883;905;6.461;-3;13.093;8.974;4.119;10,7;1,44;567;95,4;0,00;-2,08;3,11;-3,40;78,92045414;27393,08615;24102,44865;0;0;15440,29347;11386,51665;8853,695391;9,195977275;5,546666667;607,1049206;98,69125986;79,61542133;29316,45002;25478,51966;0;0;17187,72523;11750,54285;13143,72405;7,476642698;8,25;639,0503226;106,8273952;78,56174088;27351,67707;23858,0954;0;0;16038,64822;15284,67107;16748,93424;7,76916466;7,573333333;515,9153226;98,76608155;76,28078878;28946,46913;25226,2421;0;0;16585,33907;18318,97115;15502,30922;8,391219141;6,36;469,6730159;91,83128909
sept.2009;78,09;27.051;23.399;0,00;0,00;16.117;958;6.713;-5;13.826;10.235;3.590;10,2;0,53;545;95,6;-3,95;-0,83;-0,60;-1,93;78,65430451;27985,1018;24368,5493;0;0;15883,33937;13093,10543;8974,1108;10,72296577;1,44;567,3772131;95,40526253;78,92045414;27393,08615;24102,44865;0;0;15440,29347;11386,51665;8853,695391;9,195977275;5,546666667;607,1049206;98,69125986;79,61542133;29316,45002;25478,51966;0;0;17187,72523;11750,54285;13143,72405;7,476642698;8,25;639,0503226;106,8273952;78,56174088;27351,67707;23858,0954;0;0;16038,64822;15284,67107;16748,93424;7,76916466;7,573333333;515,9153226;98,76608155
dic.2009;78,13;29.601;25.557;0,00;0,00;17.586;1.220;7.569;-5;17.157;12.079;5.079;8,6;0,50;519;93,2;-2,08;-0,24;-1,86;0,31;78,09128508;27051,33468;23398,60624;0;0;16116,91438;13825,7687;10235,34411;10,22514082;0,526666667;545,3798438;95,62005383;78,65430451;27985,1018;24368,5493;0;0;15883,33937;13093,10543;8974,1108;10,72296577;1,44;567,3772131;95,40526253;78,92045414;27393,08615;24102,44865;0;0;15440,29347;11386,51665;8853,695391;9,195977275;5,546666667;607,1049206;98,69125986;79,61542133;29316,45002;25478,51966;0;0;17187,72523;11750,54285;13143,72405;7,476642698;8,25;639,0503226;106,8273952
mar.2010;78,72;27.890;24.422;-3,95;-4,71;16.282;1.018;7.080;-5;15.616;11.765;3.850;9,2;0,50;519;92,4;-0,83;0,88;-0,26;1,33;78,13148102;29600,87641;25556,88003;0;0;17585,58391;17157,28071;12078,70817;8,616654806;0,5;518,6274194;93,22980484;78,09128508;27051,33468;23398,60624;0;0;16116,91438;13825,7687;10235,34411;10,22514082;0,526666667;545,3798438;95,62005383;78,65430451;27985,1018;24368,5493;0;0;15883,33937;13093,10543;8974,1108;10,72296577;1,44;567,3772131;95,40526253;78,92045414;27393,08615;24102,44865;0;0;15440,29347;11386,51665;8853,695391;9,195977275;5,546666667;607,1049206;98,69125986
jun.2010;79,60;29.775;26.023;-2,08;-4,22;17.929;1.345;7.276;-4;16.399;13.028;3.371;8,7;0,58;530;93,4;-0,24;0,79;1,20;6,79;78,7173919;27890,13438;24421,88812;-3,950076534;-4,707736623;16282,36455;15615,63396;11765,44844;9,227598064;0,5;519,0020635;92,44285777;78,13148102;29600,87641;25556,88003;0;0;17585,58391;17157,28071;12078,70817;8,616654806;0,5;518,6274194;93,22980484;78,09128508;27051,33468;23398,60624;0;0;16116,91438;13825,7687;10235,34411;10,22514082;0,526666667;545,3798438;95,62005383;78,65430451;27985,1018;24368,5493;0;0;15883,33937;13093,10543;8974,1108;10,72296577;1,44;567,3772131;95,40526253
sept.2010;79,85;29.083;25.293;-0,83;-3,53;17.956;1.367;7.320;-3;18.469;14.710;3.758;8,1;1,75;512;91,1;0,88;0,66;2,25;8,10;79,5953497;29774,9022;26022,70902;-2,083870145;-4,215754539;17928,72102;16399,07289;13028,49614;8,656064001;0,58;530,1172581;93,40038313;78,7173919;27890,13438;24421,88812;-3,950076534;-4,707736623;16282,36455;15615,63396;11765,44844;9,227598064;0,5;519,0020635;92,44285777;78,13148102;29600,87641;25556,88003;0;0;17585,58391;17157,28071;12078,70817;8,616654806;0,5;518,6274194;93,22980484;78,09128508;27051,33468;23398,60624;0;0;16116,91438;13825,7687;10235,34411;10,22514082;0,526666667;545,3798438;95,62005383
dic.2010;80,06;31.830;27.854;-0,24;-2,51;19.815;1.753;8.344;-1;20.625;15.712;4.913;7,2;2,88;480;88,5;0,79;0,72;2,47;8,99;79,84795708;29082,73773;25292,80935;-0,83415403;-3,533470238;17956,2969;18468,74645;14710,4685;8,124568692;1,746666667;511,9038095;91,1166551;79,5953497;29774,9022;26022,70902;-2,083870145;-4,215754539;17928,72102;16399,07289;13028,49614;8,656064001;0,58;530,1172581;93,40038313;78,7173919;27890,13438;24421,88812;-3,950076534;-4,707736623;16282,36455;15615,63396;11765,44844;9,227598064;0,5;519,0020635;92,44285777;78,13148102;29600,87641;25556,88003;0;0;17585,58391;17157,28071;12078,70817;8,616654806;0,5;518,6274194;93,22980484
mar.2011;81,01;30.472;27.248;0,88;-1,04;18.277;1.417;7.828;0;20.213;16.006;4.207;7,5;3,44;482;90,9;0,66;1,41;2,92;11,57;80,06211469;31829,87988;27854,28738;-0,239137647;-2,511771838;19814,6933;20625,07557;15711,61267;7,210128889;2,876666667;480,3196774;88,46257504;79,84795708;29082,73773;25292,80935;-0,83415403;-3,533470238;17956,2969;18468,74645;14710,4685;8,124568692;1,746666667;511,9038095;91,1166551;79,5953497;29774,9022;26022,70902;-2,083870145;-4,215754539;17928,72102;16399,07289;13028,49614;8,656064001;0,58;530,1172581;93,40038313;78,7173919;27890,13438;24421,88812;-3,950076534;-4,707736623;16282,36455;15615,63396;11765,44844;9,227598064;0,5;519,0020635;92,44285777
jun.2011;82,22;31.680;28.226;0,79;-0,19;19.367;1.541;7.813;1;21.371;17.469;3.902;7,2;4,74;469;90,9;0,72;1,75;3,30;8,47;81,01379979;30471,53247;27248,24439;0,882896499;-1,041498681;18276,94596;20213,03972;16005,87843;7,548116558;3,436666667;481,62625;90,94055314;80,06211469;31829,87988;27854,28738;-0,239137647;-2,511771838;19814,6933;20625,07557;15711,61267;7,210128889;2,876666667;480,3196774;88,46257504;79,84795708;29082,73773;25292,80935;-0,83415403;-3,533470238;17956,2969;18468,74645;14710,4685;8,124568692;1,746666667;511,9038095;91,1166551;79,5953497;29774,9022;26022,70902;-2,083870145;-4,215754539;17928,72102;16399,07289;13028,49614;8,656064001;0,58;530,1172581;93,40038313
sept.2011;82,34;30.310;27.038;0,66;0,22;19.258;1.586;7.852;1;19.275;18.929;346;7,6;5,25;471;91,1;1,41;1,50;3,12;6,90;82,22489287;31679,582;28226,4407;0,789750375;-0,190981349;19366,59816;21370,71346;17468,60313;7,212255397;4,743333333;469,4298413;90,94241464;81,01379979;30471,53247;27248,24439;0,882896499;-1,041498681;18276,94596;20213,03972;16005,87843;7,548116558;3,436666667;481,62625;90,94055314;80,06211469;31829,87988;27854,28738;-0,239137647;-2,511771838;19814,6933;20625,07557;15711,61267;7,210128889;2,876666667;480,3196774;88,46257504;79,84795708;29082,73773;25292,80935;-0,83415403;-3,533470238;17956,2969;18468,74645;14710,4685;8,124568692;1,746666667;511,9038095;91,1166551
dic.2011;83,27;33.362;29.553;0,72;0,57;20.983;1.940;8.868;1;20.579;18.262;2.317;6,8;5,25;512;95,3;1,75;1,03;4,01;6,10;82,33632042;30310,41892;27037,51299;0,655063324;0,216781163;19257,80166;19275,32076;18929,4505;7,626381176;5,25;471,0725;91,13650342;82,22489287;31679,582;28226,4407;0,789750375;-0,190981349;19366,59816;21370,71346;17468,60313;7,212255397;4,743333333;469,4298413;90,94241464;81,01379979;30471,53247;27248,24439;0,882896499;-1,041498681;18276,94596;20213,03972;16005,87843;7,548116558;3,436666667;481,62625;90,94055314;80,06211469;31829,87988;27854,28738;-0,239137647;-2,511771838;19814,6933;20625,07557;15711,61267;7,210128889;2,876666667;480,3196774;88,46257504
mar.2012;84,37;32.030;28.681;1,41;0,70;19.310;1.595;8.129;1;19.864;17.184;2.681;6,8;5,03;490;91,2;1,50;1,10;4,15;5,26;83,27427669;33362,30499;29552,59303;0,715548582;0,57453285;20983,31781;20578,76991;18261,59922;6,814609667;5,25;512,4744262;95,32446177;82,33632042;30310,41892;27037,51299;0,655063324;0,216781163;19257,80166;19275,32076;18929,4505;7,626381176;5,25;471,0725;91,13650342;82,22489287;31679,582;28226,4407;0,789750375;-0,190981349;19366,59816;21370,71346;17468,60313;7,212255397;4,743333333;469,4298413;90,94241464;81,01379979;30471,53247;27248,24439;0,882896499;-1,041498681;18276,94596;20213,03972;16005,87843;7,548116558;3,436666667;481,62625;90,94055314
jun.2012;84,77;33.423;29.909;1,75;1,05;20.516;1.713;8.271;1;19.751;18.055;1.696;6,8;5,00;496;91,2;1,03;1,92;3,10;5,96;84,37485536;32030,07146;28681,10156;1,405335276;0,696521571;19310,2075;19864,3001;17183,62906;6,797302896;5,033333333;489,5296923;91,24317502;83,27427669;33362,30499;29552,59303;0,715548582;0,57453285;20983,31781;20578,76991;18261,59922;6,814609667;5,25;512,4744262;95,32446177;82,33632042;30310,41892;27037,51299;0,655063324;0,216781163;19257,80166;19275,32076;18929,4505;7,626381176;5,25;471,0725;91,13650342;82,22489287;31679,582;28226,4407;0,789750375;-0,190981349;19366,59816;21370,71346;17468,60313;7,212255397;4,743333333;469,4298413;90,94241464
sept.2012;84,51;32.012;28.518;1,50;1,24;20.428;1.778;8.338;1;17.406;19.475;-2.069;6,6;5,00;483;88,6;1,10;1,33;2,64;5,47;84,77174786;33422,95606;29909,08734;1,754035186;1,049197296;20515,844;19750,69323;18055,11028;6,781292194;5;496,4041935;91,23973501;84,37485536;32030,07146;28681,10156;1,405335276;0,696521571;19310,2075;19864,3001;17183,62906;6,797302896;5,033333333;489,5296923;91,24317502;83,27427669;33362,30499;29552,59303;0,715548582;0,57453285;20983,31781;20578,76991;18261,59922;6,814609667;5,25;512,4744262;95,32446177;82,33632042;30310,41892;27037,51299;0,655063324;0,216781163;19257,80166;19275,32076;18929,4505;7,626381176;5,25;471,0725;91,13650342
dic.2012;85,09;35.051;31.152;1,03;1,55;22.343;2.192;9.451;2;21.042;20.741;301;6,2;5,00;478;88,0;1,92;0,99;2,18;5,41;84,51034404;32012,28481;28517,78687;1,501498031;1,23864994;20427,7898;17406,36957;19474,93046;6,576295395;5;482,9674576;88,63700104;84,77174786;33422,95606;29909,08734;1,754035186;1,049197296;20515,844;19750,69323;18055,11028;6,781292194;5;496,4041935;91,23973501;84,37485536;32030,07146;28681,10156;1,405335276;0,696521571;19310,2075;19864,3001;17183,62906;6,797302896;5,033333333;489,5296923;91,24317502;83,27427669;33362,30499;29552,59303;0,715548582;0,57453285;20983,31781;20578,76991;18261,59922;6,814609667;5,25;512,4744262;95,32446177
mar.2013;85,61;33.191;29.673;1,10;1,37;20.357;1.752;8.599;2;18.586;18.125;461;6,4;5,00;473;87,3;1,33;0,24;1,47;3,46;85,08836591;35050,62796;31152,07132;1,025552169;1,551620111;22343,37027;21041,62732;20740,96323;6,224655688;5;477,6201639;87,98976911;84,51034404;32012,28481;28517,78687;1,501498031;1,23864994;20427,7898;17406,36957;19474,93046;6,576295395;5;482,9674576;88,63700104;84,77174786;33422,95606;29909,08734;1,754035186;1,049197296;20515,844;19750,69323;18055,11028;6,781292194;5;496,4041935;91,23973501;84,37485536;32030,07146;28681,10156;1,405335276;0,696521571;19310,2075;19864,3001;17183,62906;6,797302896;5,033333333;489,5296923;91,24317502
jun.2013;85,85;34.830;31.154;1,92;1,44;21.454;1.905;8.610;2;20.143;18.856;1.287;6,3;5,00;484;88,6;0,99;0,04;1,27;4,16;85,6146887;33190,50111;29672,70896;1,09561077;1,370885013;20357,30907;18586,1538;18125,18356;6,426108908;5;472,5045161;87,29341653;85,08836591;35050,62796;31152,07132;1,025552169;1,551620111;22343,37027;21041,62732;20740,96323;6,224655688;5;477,6201639;87,98976911;84,51034404;32012,28481;28517,78687;1,501498031;1,23864994;20427,7898;17406,36957;19474,93046;6,576295395;5;482,9674576;88,63700104;84,77174786;33422,95606;29909,08734;1,754035186;1,049197296;20515,844;19750,69323;18055,11028;6,781292194;5;496,4041935;91,23973501
sept.2013;86,29;33.419;29.583;1,33;1,39;21.312;1.991;8.673;2;18.691;19.113;-422;5,9;5,00;507;91,4;0,24;-0,36;2,11;3,74;85,85089246;34829,76264;31154,00852;1,917628892;1,43944803;21453,50586;20142,81063;18855,51522;6,260540694;5;484,3806349;88,63391203;85,6146887;33190,50111;29672,70896;1,09561077;1,370885013;20357,30907;18586,1538;18125,18356;6,426108908;5;472,5045161;87,29341653;85,08836591;35050,62796;31152,07132;1,025552169;1,551620111;22343,37027;21041,62732;20740,96323;6,224655688;5;477,6201639;87,98976911;84,51034404;32012,28481;28517,78687;1,501498031;1,23864994;20427,7898;17406,36957;19474,93046;6,576295395;5;482,9674576;88,63700104
dic.2013;87,05;36.437;32.323;0,99;1,47;23.254;2.368;9.874;2;19.350;18.661;689;5,8;4,68;516;92,7;0,04;0,21;2,31;3,76;86,29052655;33419,31853;29583,08715;1,331995501;1,391652975;21311,744;18690,51117;19112,62831;5,860496691;5;507,4719672;91,42553726;85,85089246;34829,76264;31154,00852;1,917628892;1,43944803;21453,50586;20142,81063;18855,51522;6,260540694;5;484,3806349;88,63391203;85,6146887;33190,50111;29672,70896;1,09561077;1,370885013;20357,30907;18586,1538;18125,18356;6,426108908;5;472,5045161;87,29341653;85,08836591;35050,62796;31152,07132;1,025552169;1,551620111;22343,37027;21041,62732;20740,96323;6,224655688;5;477,6201639;87,98976911
mar.2014;87,94;34.130;30.429;0,24;1,24;21.268;1.813;9.156;2;18.972;17.132;1.840;6,5;4,34;551;97,6;-0,36;-0,42;2,72;2,55;87,05035329;36436,63349;32322,68311;0,987385453;1,467817955;23254,32762;19350,46155;18661,1747;5,781731969;4,683333333;515,9959677;92,71651401;86,29052655;33419,31853;29583,08715;1,331995501;1,391652975;21311,744;18690,51117;19112,62831;5,860496691;5;507,4719672;91,42553726;85,85089246;34829,76264;31154,00852;1,917628892;1,43944803;21453,50586;20142,81063;18855,51522;6,260540694;5;484,3806349;88,63391203;85,6146887;33190,50111;29672,70896;1,09561077;1,370885013;20357,30907;18586,1538;18125,18356;6,426108908;5;472,5045161;87,29341653
jun.2014;89,23;35.338;31.460;0,04;0,68;22.015;1.884;8.967;1;19.702;16.956;2.746;6,5;4,00;554;97,4;0,21;0,25;3,93;0,98;87,9427031;34129,85168;30429,23924;0,242373407;1,239700245;21267,82604;18971,68122;17131,78627;6,496404148;4,336666667;551,4846032;97,56455004;87,05035329;36436,63349;32322,68311;0,987385453;1,467817955;23254,32762;19350,46155;18661,1747;5,781731969;4,683333333;515,9959677;92,71651401;86,29052655;33419,31853;29583,08715;1,331995501;1,391652975;21311,744;18690,51117;19112,62831;5,860496691;5;507,4719672;91,42553726;85,85089246;34829,76264;31154,00852;1,917628892;1,43944803;21453,50586;20142,81063;18855,51522;6,260540694;5;484,3806349;88,63391203
