Periodo;IPC;PIB;PIB_no_minero;Brecha_PIB;Brecha_PIB_no_minero;Consumo_privado;Consumo_durable;Consumo_no_durable;Brecha_Consumo_privado;Exportaciones;Importaciones;Balanza_comercial;Tasa_desempleo;TPM;TCN;TCR;f2_ygap;f4_ygap;TC_IPC;TC_IPC_t_4;TC_PIBNM;IPC_t_1;PIB_t_1;PIB_no_minero_t_1;Brecha_PIB_t_1;Brecha_PIB_no_minero_t_1;Consumo_privado_t_1;Consumo_durable_t_1;Consumo_no_durable_t_1;Brecha_Consumo_privado_t_1;Exportaciones_t_1;Importaciones_t_1;Balanza_comercial_t_1;Tasa_desempleo_t_1;TPM_t_1;TCN_t_1;TCR_t_1;IPC_t_2;PIB_t_2;PIB_no_minero_t_2;Brecha_PIB_t_2;Brecha_PIB_no_minero_t_2;Consumo_privado_t_2;Consumo_durable_t_2;Consumo_no_durable_t_2;Brecha_Consumo_privado_t_2;Exportaciones_t_2;Importaciones_t_2;Balanza_comercial_t_2;Tasa_desempleo_t_2;TPM_t_2;TCN_t_2;TCR_t_2;IPC_t_3;PIB_t_3;PIB_no_minero_t_3;Brecha_PIB_t_3;Brecha_PIB_no_minero_t_3;Consumo_privado_t_3;Consumo_durable_t_3;Consumo_no_durable_t_3;Brecha_Consumo_privado_t_3;Exportaciones_t_3;Importaciones_t_3;Balanza_comercial_t_3;Tasa_desempleo_t_3;TPM_t_3;TCN_t_3;TCR_t_3;IPC_t_4;PIB_t_4;PIB_no_minero_t_4;Brecha_PIB_t_4;Brecha_PIB_no_minero_t_4;Consumo_privado_t_4;Consumo_durable_t_4;Consumo_no_durable_t_4;Brecha_Consumo_privado_t_4;Exportaciones_t_4;Importaciones_t_4;Balanza_comercial_t_4;Tasa_desempleo_t_4;TPM_t_4;TCN_t_4;TCR_t_4;DIF_IPC;DIF_PIB;DIF_PIB_no_minero;DIF_Brecha_PIB;DIF_Brecha_PIB_no_minero;DIF_Consumo_privado;DIF_Consumo_durable;DIF_Consumo_no_durable;DIF_Brecha_Consumo_privado;DIF_Exportaciones;DIF_Importaciones;DIF_Balanza_comercial;DIF_Tasa_desempleo;DIF_TPM;DIF_TCN;DIF_TCR;DIF_IPC_t_1;DIF_PIB_t_1;DIF_PIB_no_minero_t_1;DIF_Brecha_PIB_t_1;DIF_Brecha_PIB_no_minero_t_1;DIF_Consumo_privado_t_1;DIF_Consumo_durable_t_1;DIF_Consumo_no_durable_t_1;DIF_Brecha_Consumo_privado_t_1;DIF_Exportaciones_t_1;DIF_Importaciones_t_1;DIF_Balanza_comercial_t_1;DIF_Tasa_desempleo_t_1;DIF_TPM_t_1;DIF_TCN_t_1;DIF_TCR_t_1;DIF_IPC_t_2;DIF_PIB_t_2;DIF_PIB_no_minero_t_2;DIF_Brecha_PIB_t_2;DIF_Brecha_PIB_no_minero_t_2;DIF_Consumo_privado_t_2;DIF_Consumo_durable_t_2;DIF_Consumo_no_durable_t_2;DIF_Brecha_Consumo_privado_t_2;DIF_Exportaciones_t_2;DIF_Importaciones_t_2;DIF_Balanza_comercial_t_2;DIF_Tasa_desempleo_t_2;DIF_TPM_t_2;DIF_TCN_t_2;DIF_TCR_t_2;DIF_IPC_t_3;DIF_PIB_t_3;DIF_PIB_no_minero_t_3;DIF_Brecha_PIB_t_3;DIF_Brecha_PIB_no_minero_t_3;DIF_Consumo_privado_t_3;DIF_Consumo_durable_t_3;DIF_Consumo_no_durable_t_3;DIF_Brecha_Consumo_privado_t_3;DIF_Exportaciones_t_3;DIF_Importaciones_t_3;DIF_Balanza_comercial_t_3;DIF_Tasa_desempleo_t_3;DIF_TPM_t_3;DIF_TCN_t_3;DIF_TCR_t_3;LN_IPC;LN_PIB;LN_PIB_no_minero;LN_Brecha_PIB;LN_Brecha_PIB_no_minero;LN_Consumo_privado;LN_Consumo_durable;LN_Consumo_no_durable;LN_Brecha_Consumo_privado;LN_Exportaciones;LN_Importaciones;LN_Balanza_comercial;LN_Tasa_desempleo;LN_TPM;LN_TCN;LN_TCR;LN_IPC_t_1;LN_PIB_t_1;LN_PIB_no_minero_t_1;LN_Brecha_PIB_t_1;LN_Brecha_PIB_no_minero_t_1;LN_Consumo_privado_t_1;LN_Consumo_durable_t_1;LN_Consumo_no_durable_t_1;LN_Brecha_Consumo_privado_t_1;LN_Exportaciones_t_1;LN_Importaciones_t_1;LN_Balanza_comercial_t_1;LN_Tasa_desempleo_t_1;LN_TPM_t_1;LN_TCN_t_1;LN_TCR_t_1;LN_IPC_t_2;LN_PIB_t_2;LN_PIB_no_minero_t_2;LN_Brecha_PIB_t_2;LN_Brecha_PIB_no_minero_t_2;LN_Consumo_privado_t_2;LN_Consumo_durable_t_2;LN_Consumo_no_durable_t_2;LN_Brecha_Consumo_privado_t_2;LN_Exportaciones_t_2;LN_Importaciones_t_2;LN_Balanza_comercial_t_2;LN_Tasa_desempleo_t_2;LN_TPM_t_2;LN_TCN_t_2;LN_TCR_t_2;LN_IPC_t_3;LN_PIB_t_3;LN_PIB_no_minero_t_3;LN_Brecha_PIB_t_3;LN_Brecha_PIB_no_minero_t_3;LN_Consumo_privado_t_3;LN_Consumo_durable_t_3;LN_Consumo_no_durable_t_3;LN_Brecha_Consumo_privado_t_3;LN_Exportaciones_t_3;LN_Importaciones_t_3;LN_Balanza_comercial_t_3;LN_Tasa_desempleo_t_3;LN_TPM_t_3;LN_TCN_t_3;LN_TCR_t_3;DIF_LN_IPC;DIF_LN_PIB;DIF_LN_PIB_no_minero;DIF_LN_Brecha_PIB;DIF_LN_Brecha_PIB_no_minero;DIF_LN_Consumo_privado;DIF_LN_Consumo_durable;DIF_LN_Consumo_no_durable;DIF_LN_Brecha_Consumo_privado;DIF_LN_Exportaciones;DIF_LN_Importaciones;DIF_LN_Balanza_comercial;DIF_LN_Tasa_desempleo;DIF_LN_TPM;DIF_LN_TCN;DIF_LN_TCR;DIF_LN_IPC_t_1;DIF_LN_PIB_t_1;DIF_LN_PIB_no_minero_t_1;DIF_LN_Brecha_PIB_t_1;DIF_LN_Brecha_PIB_no_minero_t_1;DIF_LN_Consumo_privado_t_1;DIF_LN_Consumo_durable_t_1;DIF_LN_Consumo_no_durable_t_1;DIF_LN_Brecha_Consumo_privado_t_1;DIF_LN_Exportaciones_t_1;DIF_LN_Importaciones_t_1;DIF_LN_Balanza_comercial_t_1;DIF_LN_Tasa_desempleo_t_1;DIF_LN_TPM_t_1;DIF_LN_TCN_t_1;DIF_LN_TCR_t_1;DIF_LN_IPC_t_2;DIF_LN_PIB_t_2;DIF_LN_PIB_no_minero_t_2;DIF_LN_Brecha_PIB_t_2;DIF_LN_Brecha_PIB_no_minero_t_2;DIF_LN_Consumo_privado_t_2;DIF_LN_Consumo_durable_t_2;DIF_LN_Consumo_no_durable_t_2;DIF_LN_Brecha_Consumo_privado_t_2;DIF_LN_Exportaciones_t_2;DIF_LN_Importaciones_t_2;DIF_LN_Balanza_comercial_t_2;DIF_LN_Tasa_desempleo_t_2;DIF_LN_TPM_t_2;DIF_LN_TCN_t_2;DIF_LN_TCR_t_2;DIF_LN_IPC_t_3;DIF_LN_PIB_t_3;DIF_LN_PIB_no_minero_t_3;DIF_LN_Brecha_PIB_t_3;DIF_LN_Brecha_PIB_no_minero_t_3;DIF_LN_Consumo_privado_t_3;DIF_LN_Consumo_durable_t_3;DIF_LN_Consumo_no_durable_t_3;DIF_LN_Brecha_Consumo_privado_t_3;DIF_LN_Exportaciones_t_3;DIF_LN_Importaciones_t_3;DIF_LN_Balanza_comercial_t_3;DIF_LN_Tasa_desempleo_t_3;DIF_LN_TPM_t_3;DIF_LN_TCN_t_3;DIF_LN_TCR_t_3
mar.1996;47,29;16.472;13.821;0,00;0,00;8.760;365;4.314;0;4.292;4.093;199;6,6;6,70;410;86,9;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,85624465;9,709409341;9,533976857;#NUM!;#NUM!;9,077912604;5,899735732;8,369658096;#NUM!;8,364484804;8,317082339;5,29179615;1,883285102;1,902107526;6,016936581;4,464629517;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun.1996;48,29;16.700;13.975;0,00;0,00;9.217;405;4.232;0;4.572;4.206;366;6,6;7,44;408;84,2;0,00;0,00;0,00;0,00;0,00;47,28743663;16471,86975;13821,44785;0;0;8759,662047;364,941013;4314,160783;0;4291,9;4093,2;198,7;6,575069192;6,7;410,3196875;86,88883272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,877187718;9,723159078;9,54500762;#NUM!;#NUM!;9,128785182;6,003823529;8,350473026;#NUM!;8,427596658;8,344196027;5,902086736;1,883984498;2,00642272;6,01154237;4,433034525;3,85624465;9,709409341;9,533976857;#NUM!;#NUM!;9,077912604;5,899735732;8,369658096;#NUM!;8,364484804;8,317082339;5,29179615;1,883285102;1,902107526;6,016936581;4,464629517;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sept.1996;48,65;16.043;13.276;0,00;0,00;9.073;407;4.182;0;3.876;4.517;-641;6,8;7,50;411;83,8;0,00;0,00;0,00;0,00;0,00;48,28822381;16699,91783;13974,75295;0;0;9216,818404;404,9742678;4232,1822;0;4571,5;4205,7;365,8;6,579669381;7,436666667;408,1122951;84,18649568;47,28743663;16471,86975;13821,44785;0;0;8759,662047;364,941013;4314,160783;0;4291,9;4093,2;198,7;6,575069192;6,7;410,3196875;86,88883272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,884712644;9,683006964;9,493714887;#NUM!;#NUM!;9,113027087;6,008576669;8,338476129;#NUM!;8,262610571;8,415581197;#NUM!;1,913030572;2,014903021;6,019022445;4,428538916;3,877187718;9,723159078;9,54500762;#NUM!;#NUM!;9,128785182;6,003823529;8,350473026;#NUM!;8,427596658;8,344196027;5,902086736;1,883984498;2,00642272;6,01154237;4,433034525;3,85624465;9,709409341;9,533976857;#NUM!;#NUM!;9,077912604;5,899735732;8,369658096;#NUM!;8,364484804;8,317082339;5,29179615;1,883285102;1,902107526;6,016936581;4,464629517;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dic.1996;49,40;17.492;14.574;0,00;0,00;9.978;494;4.703;-1;3.887;4.883;-996;5,4;7,50;419;83,8;0,00;0,00;0,00;0,00;0,00;48,65295972;16042,66418;13276,02275;0;0;9072,717274;406,9037494;4181,712493;0;3876,2;4516,9;-640,7;6,773585562;7,5;411,1764516;83,8088756;48,28822381;16699,91783;13974,75295;0;0;9216,818404;404,9742678;4232,1822;0;4571,5;4205,7;365,8;6,579669381;7,436666667;408,1122951;84,18649568;47,28743663;16471,86975;13821,44785;0;0;8759,662047;364,941013;4314,160783;0;4291,9;4093,2;198,7;6,575069192;6,7;410,3196875;86,88883272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,899940034;9,769510237;9,586974256;#NUM!;#NUM!;9,208168104;6,201539322;8,455920751;#NUM!;8,265470108;8,493494585;#NUM!;1,684922578;2,014903021;6,038231123;4,428013155;3,884712644;9,683006964;9,493714887;#NUM!;#NUM!;9,113027087;6,008576669;8,338476129;#NUM!;8,262610571;8,415581197;#NUM!;1,913030572;2,014903021;6,019022445;4,428538916;3,877187718;9,723159078;9,54500762;#NUM!;#NUM!;9,128785182;6,003823529;8,350473026;#NUM!;8,427596658;8,344196027;5,902086736;1,883984498;2,00642272;6,01154237;4,433034525;3,85624465;9,709409341;9,533976857;#NUM!;#NUM!;9,077912604;5,899735732;8,369658096;#NUM!;8,364484804;8,317082339;5,29179615;1,883285102;1,902107526;6,016936581;4,464629517;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar.1997;50,58;17.387;14.516;0,00;0,00;9.181;371;4.461;-1;4.956;4.307;649;5,8;7,35;418;80,5;0,00;0,00;6,96;0,00;5,03;49,39948675;17492,19809;14573,70645;0;0;9978,300897;493,5081248;4702,834782;-1,446081539;3887,3;4882,9;-995,6;5,392033453;7,5;419,1509524;83,76482378;48,65295972;16042,66418;13276,02275;0;0;9072,717274;406,9037494;4181,712493;0;3876,2;4516,9;-640,7;6,773585562;7,5;411,1764516;83,8088756;48,28822381;16699,91783;13974,75295;0;0;9216,818404;404,9742678;4232,1822;0;4571,5;4205,7;365,8;6,579669381;7,436666667;408,1122951;84,18649568;47,28743663;16471,86975;13821,44785;0;0;8759,662047;364,941013;4314,160783;0;4291,9;4093,2;198,7;6,575069192;6,7;410,3196875;86,88883272;3,289107369;915,6066978;694,7295124;0;0;421,7605248;5,819121273;146,6691625;-1,322287193;664,1;214,2;449,9;-0,739418417;0,653333333;7,879344758;-6,406034683;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,923487911;9,763505481;9,583018987;#NUM!;#NUM!;9,124937436;5,915555315;8,403090114;#NUM!;8,508354243;8,368089753;6,474816194;1,763985789;1,995153725;6,035957473;4,388043473;3,899940034;9,769510237;9,586974256;#NUM!;#NUM!;9,208168104;6,201539322;8,455920751;#NUM!;8,265470108;8,493494585;#NUM!;1,684922578;2,014903021;6,038231123;4,428013155;3,884712644;9,683006964;9,493714887;#NUM!;#NUM!;9,113027087;6,008576669;8,338476129;#NUM!;8,262610571;8,415581197;#NUM!;1,913030572;2,014903021;6,019022445;4,428538916;3,877187718;9,723159078;9,54500762;#NUM!;#NUM!;9,128785182;6,003823529;8,350473026;#NUM!;8,427596658;8,344196027;5,902086736;1,883984498;2,00642272;6,01154237;4,433034525;0,067243262;0,05409614;0,04904213;#NUM!;#NUM!;0,047024832;0,015819583;0,033432018;#NUM!;0,143869438;0,051007414;1,183020044;-0,119299312;0,093046199;0,019020891;-0,076586044;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun.1997;50,98;17.857;14.849;0,00;0,00;9.769;445;4.424;-1;4.619;4.508;112;6,6;6,97;418;79,1;0,00;0,00;5,58;0,00;6,26;50,576544;17387,47644;14516,17736;0;0;9181,422572;370,7601343;4460,829945;-1,322287193;4956;4307,4;648,6;5,835650775;7,353333333;418,1990323;80,48279803;49,39948675;17492,19809;14573,70645;0;0;9978,300897;493,5081248;4702,834782;-1,446081539;3887,3;4882,9;-995,6;5,392033453;7,5;419,1509524;83,76482378;48,65295972;16042,66418;13276,02275;0;0;9072,717274;406,9037494;4181,712493;0;3876,2;4516,9;-640,7;6,773585562;7,5;411,1764516;83,8088756;48,28822381;16699,91783;13974,75295;0;0;9216,818404;404,9742678;4232,1822;0;4571,5;4205,7;365,8;6,579669381;7,436666667;408,1122951;84,18649568;2,696051639;1157,031903;874,2203554;0;0;551,9674257;39,71405418;191,646603;-0,851034135;47,9;301,9;-254;0,022274112;-0,47;9,727221047;-5,11411281;3,289107369;915,6066978;694,7295124;0;0;421,7605248;5,819121273;146,6691625;-1,322287193;664,1;214,2;449,9;-0,739418417;0,653333333;7,879344758;-6,406034683;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,931517261;9,790148052;9,605686004;#NUM!;#NUM!;9,186947462;6,097373637;8,394760845;#NUM!;8,438020106;8,41352014;4,716711561;1,887364074;1,94113687;6,035097426;4,370363672;3,923487911;9,763505481;9,583018987;#NUM!;#NUM!;9,124937436;5,915555315;8,403090114;#NUM!;8,508354243;8,368089753;6,474816194;1,763985789;1,995153725;6,035957473;4,388043473;3,899940034;9,769510237;9,586974256;#NUM!;#NUM!;9,208168104;6,201539322;8,455920751;#NUM!;8,265470108;8,493494585;#NUM!;1,684922578;2,014903021;6,038231123;4,428013155;3,884712644;9,683006964;9,493714887;#NUM!;#NUM!;9,113027087;6,008576669;8,338476129;#NUM!;8,262610571;8,415581197;#NUM!;1,913030572;2,014903021;6,019022445;4,428538916;0,054329543;0,066988974;0,060678384;#NUM!;#NUM!;0,05816228;0,093550108;0,04428782;#NUM!;0,010423448;0,069324113;-1,185375175;0,003379576;-0,065285849;0,023555057;-0,062670853;0,067243262;0,05409614;0,04904213;#NUM!;#NUM!;0,047024832;0,015819583;0,033432018;#NUM!;0,143869438;0,051007414;1,183020044;-0,119299312;0,093046199;0,019020891;-0,076586044;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sept.1997;51,44;17.320;14.381;0,00;0,00;9.890;508;4.511;0;4.104;5.003;-899;6,7;6,68;416;76,8;0,00;0,00;5,72;0,00;8,32;50,98427545;17856,94973;14848,97331;0;0;9768,78583;444,688322;4423,828803;-0,851034135;4619,4;4507,6;111,8;6,601943493;6,966666667;417,8395161;79,07238287;50,576544;17387,47644;14516,17736;0;0;9181,422572;370,7601343;4460,829945;-1,322287193;4956;4307,4;648,6;5,835650775;7,353333333;418,1990323;80,48279803;49,39948675;17492,19809;14573,70645;0;0;9978,300897;493,5081248;4702,834782;-1,446081539;3887,3;4882,9;-995,6;5,392033453;7,5;419,1509524;83,76482378;48,65295972;16042,66418;13276,02275;0;0;9072,717274;406,9037494;4181,712493;0;3876,2;4516,9;-640,7;6,773585562;7,5;411,1764516;83,8088756;2,783678372;1276,899417;1105,135682;0;0;817,4632766;100,6873852;329,4336217;0,312355748;227,9;486;-258,1;-0,077109819;-0,823333333;4,341612903;-7,021488097;2,696051639;1157,031903;874,2203554;0;0;551,9674257;39,71405418;191,646603;-0,851034135;47,9;301,9;-254;0,022274112;-0,47;9,727221047;-5,11411281;3,289107369;915,6066978;694,7295124;0;0;421,7605248;5,819121273;146,6691625;-1,322287193;664,1;214,2;449,9;-0,739418417;0,653333333;7,879344758;-6,406034683;;;;;;;;;;;;;;;;;3,940350722;9,759591985;9,573674187;#NUM!;#NUM!;9,19929768;6,22967627;8,414306528;-1,163612524;8,319741753;8,517773023;#NUM!;1,901581379;1,898618861;6,02952609;4,341040401;3,931517261;9,790148052;9,605686004;#NUM!;#NUM!;9,186947462;6,097373637;8,394760845;#NUM!;8,438020106;8,41352014;4,716711561;1,887364074;1,94113687;6,035097426;4,370363672;3,923487911;9,763505481;9,583018987;#NUM!;#NUM!;9,124937436;5,915555315;8,403090114;#NUM!;8,508354243;8,368089753;6,474816194;1,763985789;1,995153725;6,035957473;4,388043473;3,899940034;9,769510237;9,586974256;#NUM!;#NUM!;9,208168104;6,201539322;8,455920751;#NUM!;8,265470108;8,493494585;#NUM!;1,684922578;2,014903021;6,038231123;4,428013155;0,055638078;0,076585022;0,0799593;#NUM!;#NUM!;0,086270593;0,221099601;0,075830399;#NUM!;0,057131182;0,102191826;#NUM!;-0,011449192;-0,11628416;0,010503645;-0,087498515;0,054329543;0,066988974;0,060678384;#NUM!;#NUM!;0,05816228;0,093550108;0,04428782;#NUM!;0,010423448;0,069324113;-1,185375175;0,003379576;-0,065285849;0,023555057;-0,062670853;0,067243262;0,05409614;0,04904213;#NUM!;#NUM!;0,047024832;0,015819583;0,033432018;#NUM!;0,143869438;0,051007414;1,183020044;-0,119299312;0,093046199;0,019020891;-0,076586044;;;;;;;;;;;;;;;;
dic.1997;52,51;19.098;15.908;0,00;0,00;11.005;644;5.149;2;4.191;5.480;-1.289;5,3;6,50;425;76,3;0,00;0,00;6,30;0,00;9,15;51,43663809;17319,5636;14381,15844;0;0;9890,180551;507,5911346;4511,146115;0,312355748;4104,1;5002,9;-898,8;6,696475743;6,676666667;415,5180645;76,7873875;50,98427545;17856,94973;14848,97331;0;0;9768,78583;444,688322;4423,828803;-0,851034135;4619,4;4507,6;111,8;6,601943493;6,966666667;417,8395161;79,07238287;50,576544;17387,47644;14516,17736;0;0;9181,422572;370,7601343;4460,829945;-1,322287193;4956;4307,4;648,6;5,835650775;7,353333333;418,1990323;80,48279803;49,39948675;17492,19809;14573,70645;0;0;9978,300897;493,5081248;4702,834782;-1,446081539;3887,3;4882,9;-995,6;5,392033453;7,5;419,1509524;83,76482378;3,109808758;1605,358428;1333,908397;0;0;1026,617633;150,8319582;445,8513619;3,456222506;303,5;597;-293,5;-0,050027549;-1;6,189365079;-7,478755953;2,783678372;1276,899417;1105,135682;0;0;817,4632766;100,6873852;329,4336217;0,312355748;227,9;486;-258,1;-0,077109819;-0,823333333;4,341612903;-7,021488097;2,696051639;1157,031903;874,2203554;0;0;551,9674257;39,71405418;191,646603;-0,851034135;47,9;301,9;-254;0,022274112;-0,47;9,727221047;-5,11411281;3,289107369;915,6066978;694,7295124;0;0;421,7605248;5,819121273;146,6691625;-1,322287193;664,1;214,2;449,9;-0,739418417;0,653333333;7,879344758;-6,406034683;3,960990211;9,857315675;9,674553195;#NUM!;#NUM!;9,306097591;6,468226666;8,546496843;0,698204853;8,340646925;8,608842132;#NUM!;1,67560122;1,871802177;6,052889595;4,334490324;3,940350722;9,759591985;9,573674187;#NUM!;#NUM!;9,19929768;6,22967627;8,414306528;-1,163612524;8,319741753;8,517773023;#NUM!;1,901581379;1,898618861;6,02952609;4,341040401;3,931517261;9,790148052;9,605686004;#NUM!;#NUM!;9,186947462;6,097373637;8,394760845;#NUM!;8,438020106;8,41352014;4,716711561;1,887364074;1,94113687;6,035097426;4,370363672;3,923487911;9,763505481;9,583018987;#NUM!;#NUM!;9,124937436;5,915555315;8,403090114;#NUM!;8,508354243;8,368089753;6,474816194;1,763985789;1,995153725;6,035957473;4,388043473;0,061050177;0,087805438;0,087578939;#NUM!;#NUM!;0,097929487;0,266687344;0,090576092;#NUM!;0,075176817;0,115347547;#NUM!;-0,009321358;-0,143100844;0,014658472;-0,093522831;0,055638078;0,076585022;0,0799593;#NUM!;#NUM!;0,086270593;0,221099601;0,075830399;#NUM!;0,057131182;0,102191826;#NUM!;-0,011449192;-0,11628416;0,010503645;-0,087498515;0,054329543;0,066988974;0,060678384;#NUM!;#NUM!;0,05816228;0,093550108;0,04428782;#NUM!;0,010423448;0,069324113;-1,185375175;0,003379576;-0,065285849;0,023555057;-0,062670853;0,067243262;0,05409614;0,04904213;#NUM!;#NUM!;0,047024832;0,015819583;0,033432018;#NUM!;0,143869438;0,051007414;1,183020044;-0,119299312;0,093046199;0,019020891;-0,076586044
mar.1998;53,41;18.759;15.652;0,00;0,00;10.085;493;4.807;3;4.325;4.852;-527;5,3;7,91;452;77,8;0,00;0,00;5,60;6,96;7,83;52,50929551;19097,55652;15907,61485;0;0;11004,91853;644,3400831;5148,686144;2,010140967;4190,8;5479,9;-1289,1;5,342005904;6,5;425,3403175;76,28606783;51,43663809;17319,5636;14381,15844;0;0;9890,180551;507,5911346;4511,146115;0,312355748;4104,1;5002,9;-898,8;6,696475743;6,676666667;415,5180645;76,7873875;50,98427545;17856,94973;14848,97331;0;0;9768,78583;444,688322;4423,828803;-0,851034135;4619,4;4507,6;111,8;6,601943493;6,966666667;417,8395161;79,07238287;50,576544;17387,47644;14516,17736;0;0;9181,422572;370,7601343;4460,829945;-1,322287193;4956;4307,4;648,6;5,835650775;7,353333333;418,1990323;80,48279803;2,831955982;1371,869802;1135,933537;0;0;903,483931;122,6554634;345,8780094;4,713334105;-631,5;544,2;-1175,7;-0,536892865;0,556666667;33,34826933;-2,662088817;3,109808758;1605,358428;1333,908397;0;0;1026,617633;150,8319582;445,8513619;3,456222506;303,5;597;-293,5;-0,050027549;-1;6,189365079;-7,478755953;2,783678372;1276,899417;1105,135682;0;0;817,4632766;100,6873852;329,4336217;0,312355748;227,9;486;-258,1;-0,077109819;-0,823333333;4,341612903;-7,021488097;2,696051639;1157,031903;874,2203554;0;0;551,9674257;39,71405418;191,646603;-0,851034135;47,9;301,9;-254;0,022274112;-0,47;9,727221047;-5,11411281;3,977969909;9,839447374;9,658361069;#NUM!;#NUM!;9,218795179;6,201351816;8,477767712;1,221138697;8,372051806;8,487063826;#NUM!;1,667472437;2,068127782;6,112680133;4,354407581;3,960990211;9,857315675;9,674553195;#NUM!;#NUM!;9,306097591;6,468226666;8,546496843;0,698204853;8,340646925;8,608842132;#NUM!;1,67560122;1,871802177;6,052889595;4,334490324;3,940350722;9,759591985;9,573674187;#NUM!;#NUM!;9,19929768;6,22967627;8,414306528;-1,163612524;8,319741753;8,517773023;#NUM!;1,901581379;1,898618861;6,02952609;4,341040401;3,931517261;9,790148052;9,605686004;#NUM!;#NUM!;9,186947462;6,097373637;8,394760845;#NUM!;8,438020106;8,41352014;4,716711561;1,887364074;1,94113687;6,035097426;4,370363672;0,054481997;0,075941892;0,075342082;#NUM!;#NUM!;0,093857744;0,285796501;0,074677598;#NUM!;-0,136302437;0,118974074;#NUM!;-0,096513353;0,072974057;0,07672266;-0,033635891;0,061050177;0,087805438;0,087578939;#NUM!;#NUM!;0,097929487;0,266687344;0,090576092;#NUM!;0,075176817;0,115347547;#NUM!;-0,009321358;-0,143100844;0,014658472;-0,093522831;0,055638078;0,076585022;0,0799593;#NUM!;#NUM!;0,086270593;0,221099601;0,075830399;#NUM!;0,057131182;0,102191826;#NUM!;-0,011449192;-0,11628416;0,010503645;-0,087498515;0,054329543;0,066988974;0,060678384;#NUM!;#NUM!;0,05816228;0,093550108;0,04428782;#NUM!;0,010423448;0,069324113;-1,185375175;0,003379576;-0,065285849;0,023555057;-0,062670853
